Artist,Birth,Death,Age,Alive?,Art Title,DoC,Currency,price,low_estimate,high_estimate,Sold,Est Accuracy,Dimentions,close date,Auction Title,closeMonth,closeYear,popularity
max ernst ,1891,1976,85,0,Initiale M,1965,USD,4062.5,3125,4375,1,0,(26.7 x 20.9 cm.),27,IMPRESSIONIST/MODERN ART,6,14,"53,500"
wolfgang tillmans ,1968,0,54,1,"Lighter, blue concave, a",2012,USD,37500,30000,50000,1,0,(64.8 x 54.3 x 12.7 cm.),12,Virtue,6,20,"104,000"
peter granser ,1971,0,51,1,Front Garden 3 (Sun City),2001,USD,1050,420,630,1,1,0,25,The Curator’s Eye: The Collection of Professor Dr Karin von Maur,5,21,"30,500"
shusaku arakawa ,1936,2010,74,0,Morning Picture / Portrait of a Civilisation,1969,USD,62500,12500,18750,1,1,(122.5 x 183.1cm.),14,FIRST OPEN | LONDON,4,16,"14,400"
antonio seguí ,1934,0,88,1,Paseando a Boby,1991,USD,17500,12000,18000,1,0,(45.7 x 54.9 cm.),30,Latin American Art Online,5,18,"1,690,000"
bernard buffet ,1928,1999,71,0,Chevalier d'Henri III,1998,USD,121562.5,100000,150000,1,0,(130.7 x 89.5 cm.),21,IMPRESSIONIST/MODERN DAY SALE,6,12,"131,000"
john william waterhouse,1849,1917,68,0,Flora,0,USD,625937.5,187500,312500,1,1,(59 x 45.7 cm.),11,VICTORIAN PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART,7,18,"85,200"
raoul dufy ,1877,1953,76,0,Grand orchestre,0,USD,396250,187500,250000,1,1,(50 x 61 cm.),1,IMPRESSIONIST AND MODERN ART DAY SALE,3,17,"50,900"
sir william russell flint.,1880,1969,89,0,A reclining female nude,0,USD,1406.25,1250,1875,1,0,(19.7 x 28 cm.),12,VICTORIAN & BRITISH IMPRESSIONIST ART,7,12,"51,300"
kurt schwitters ,1887,1948,61,0,Corned Beef,1946,USD,75000,62500,100000,1,0,(21 x 17.8 cm.),5,IMPRESSIONIST/MODERN WORKS ON PAPER,2,14,"41,200"
pierre bonnard ,1867,1947,80,0,Revue Blanche (Bouvet 30); Programme pour Lisez la Revue Blanche et une Nuit d'Avril à Creos (Roger Marx 22),0,USD,2362.5,1890,3150,1,0,"(31,5 x 24,4 in.)",9,RENDEZ-VOUS - INTÉRIEURS CONTEMPORAINS,10,13,"116,000"
günther förg ,1952,2013,61,0,Untitled,1988,USD,554062.5,187500,250000,1,1,(180 x 120cm.),7,POST-WAR AND CONTEMPORARY ART DAY AUCTION,3,19,"99,400"
francis picabia ,1878,1953,75,0,Le couple,0,USD,12500,8750,12500,1,1,(27 x 35.9 cm.),7,IMPRESSIONIST/MODERN ART & PICASSO CERAMICS,2,14,"81,400"
thomas sidney cooper,1803,1902,99,0,Cattle by a river,0,USD,21875,18750,25000,1,0,(71.1 x 106.7 cm.),11,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART",12,14,"2,150,000"
victor pasmore,1908,1998,90,0,"Abstract in White, Black and Maroon",1956,USD,46875,25000,37500,1,1,(68.5 x 82 x 10.2 cm.),11,MODERN BRITISH ART DAY SALE,7,13,"30,900"
pablo picasso ,1881,1973,92,0,Yan visage (A.R. 512),0,USD,10000,4000,6000,1,1,0,15,Picasso Ceramics,11,17,"470,000"
henry moret ,1856,1913,57,0,"Bateaux de pêche, Audierne",1906,USD,54687.5,37500,62500,1,0,(54.2 x 81.2 cm.),23,IMPRESSIONIST & MODERN ART DAY SALE,6,16,"140,000"
barbara hepworth ,1903,1975,72,0,Five Forms with Three Circles,1966,USD,462500,400000,600000,1,0,0,3,"POST-WAR & CONTEMPORARY ART DAY SALE, FEATURING THE COLLECTION OF MORTON AND BARBARA MANDEL",12,20,"36,600"
roger brown ,1941,1997,56,0,Virtual Still Life #10: Nemadji Earth Potter Framed in Candy Apple Red,0,USD,6000,4000,6000,1,1,(33.9 x 33.9 x 22.5 cm.),6,FIRST OPEN/NYC,3,15,"152,000"
john nost sartorius ,1755,1828,73,0,Over the gate,0,USD,2968.75,1875,2500,1,1,(23 x 30.5 cm.),5,SPORTING AND WILDLIFE ART,6,13,"3,890"
jean dubuffet ,1901,1985,84,0,Escalier,0,USD,70875,63000,84000,1,0,(36 ¼ x 14 ¼ in.),10,ART CONTEMPORAIN VENTE DU JOUR,6,16,"43,100"
balthus ,1908,2001,93,0,Jeune fille assise,1949,USD,31250,31250,43750,1,-1,(31 x 42.2 cm.),23,IMPRESSIONIST & MODERN ART WORKS ON PAPER,6,16,"271,000"
franz kline ,1910,1962,52,0,Untitled,1961,USD,112500,120000,180000,1,-1,(33.7 x 27 cm.),14,POST-WAR AND CONTEMPORARY ART MORNING SESSION,11,19,"259,000"
aaron siskind ,1903,1956,53,0,"Pleasures and Terrors of Levitation Nos. 37, 48, 60, 1953-1956",0,USD,6000,8000,12000,1,-1,(25.4 x 24.1 cm.),14,The Unseen Eye: Photographs from the W.M. Hunt Collection,10,20,"64,700"
john leslie breck ,1860,1899,39,0,Venice,1897,USD,20000,20000,30000,1,-1,(25.4 x 35.2 cm.),22,American Art Online,5,18,"22,900"
pablo picasso ,1881,1973,92,0,Nature morte à la bouteille,1908,USD,197000,100000,150000,1,1,(31.5 x 22 cm.),5,A DIALOGUE THROUGH ART: WORKS FROM THE JAN KRUGIER COLLECTION DAY SALE,11,13,"470,000"
howard hodgkin ,1932,2017,85,0,IMAX Cinema,1999,USD,0,31250,43750,0,-1,(33 x 152.4 cm.),23,MODERN BRITISH AND IRISH ART DAY SALE,3,22,"181,000"
morris cole graves ,1910,2001,91,0,Tibetan (Wild Herb),1962,USD,1875,2000,3000,1,-1,(40.6 x 24.8 cm.),21,American Art Online,11,17,"285,000"
toon kelder ,1894,1973,79,0,Reclining nude,1931,USD,6562.5,7350,9450,1,-1,0,10,MODERN ART,12,13,"929,000"
paul gauguin ,1848,1903,55,0,"Pastorales Martinique, from: 10 Zincographies (Guérin 9; Mongan, Kornfeld & Joachim 6)",9,USD,17187.5,15000,22500,1,0,0,20,"OLD MASTER, MODERN & CONTEMPORARY PRINTS",3,13,"115,000"
andy warhol ,1928,1987,59,0,Shadows,1980,USD,150000,80000,120000,1,1,(35.6 x 27.9 cm.),28,POST-WAR TO PRESENT,2,19,"3,310,000"
howard hodgkin ,1932,2017,85,0,"Venice, Evening, from: Venetian Views",0,USD,14175,8750,12500,1,1,(each),24,Prints and Multiples,3,22,"181,000"
raqib shaw ,1974,0,48,1,Absence of God II,2008,USD,903125,875000,1250000,1,0,(244 x 152.2 x 4.6cm.),30,POST-WAR AND CONTEMPORARY ART EVENING AUCTION,6,15,"15,100"
michael buthe ,1944,1994,50,0,Untitled,1977,USD,4200,1575,2100,1,1,0,27,Post-War and Contemporary Art Amsterdam,5,21,"14,800"
jean dubuffet ,1901,1985,84,0,Paysage Minéralogique,1955,USD,910937.5,875000,1250000,1,0,(119.4 x 92cm.),6,POST-WAR AND CONTEMPORARY ART EVENING AUCTION,10,17,"43,100"
jan lievens ,1607,1674,67,0,Bust of a bearded Oriental Man with Turban (Hollstein 35),35,USD,1485,625,875,1,1,0,5,"OLD MASTER, DECORATIVE, MODERN & CONTEMPORARY PRINTS INCLUDING AN IMPORTANT PRIVATE COLLECTION BY LILL TSCHUDI",12,12,"159,000"
sam francis ,1923,1994,71,0,Sans titre (SF59-151),1959,USD,59062.5,26250,36750,1,1,0,20,COLLECTION GERARD VALKIER : A LIFETIME JOURNEY WITH ART.,10,21,"56,100"
joan miró ,1893,1983,90,0,Métamorphose,0,USD,448875,367500,577500,1,0,0,20,ART MODERNE,10,17,"959,000"
henri matisse ,1869,1954,85,0,Figure au tapis Scutari,1922,USD,423125,375000,625000,1,0,(51 x 40.5 cm.),25,IMPRESSIONIST/MODERN WORKS ON PAPER,6,14,"260,000"
joe bradley ,1975,0,47,1,Tut,2011,USD,25000,25000,35000,1,-1,(243.8 x 160 cm.),18,First Open | Online,12,19,"9,200,000"
francisco zuniga ,1912,1998,86,0,Mujer de pie,1970,USD,14437.5,12600,16800,1,0,0,29,IMPRESSIONIST AND MODERN ART,5,13,"642,000"
korakrit arunanondchai ,1986,0,36,1,Untitled (Body Painting),2014,USD,62500,31250,43750,1,1,(132 x 106.7cm.),12,POST-WAR AND CONTEMPORARY ART DAY AUCTION,2,16,"21,500"
armand guillaumin ,1841,1927,86,0,Le cribleur de sable sous le Pont d'Austerlitz,0,USD,8750,8000,12000,1,0,(52.4 x 68.6 cm.),12,IMPRESSIONIST AND MODERN ART WORKS ON PAPER,11,18,"39,800"
heimo zobernig ,1958,0,64,1,Untitled,2006,USD,148437.5,25000,37500,1,1,(212 x 212cm.),5,POST-WAR AND CONTEMPORARY ART DAY AUCTION,10,19,"23,600"
antoni tàpies ,1923,2012,89,0,Cadira i blanc (Chair and White),1999,USD,150937.5,73500,105000,1,1,0,24,POST-WAR AND CONTEMPORARY ART,4,18,"148,000"
simon hantaï ,1922,0,100,1,Untitled,1949,USD,8125,7000,10000,1,0,(38.4 x 49.5 in.),21,First Open | Post-War & Contemporary Art,7,21,"28,200"
fernando botero ,1932,0,90,1,El rosario,1969,USD,485000,400000,600000,1,0,(198.1 x 113 cm.),21,LATIN AMERICAN ART,11,15,"56,300"
paul klee ,1879,1940,61,0,Mola,1924,USD,554062.5,250000,375000,1,1,(10.7 x 32.5 cm.),19,IMPRESSIONIST AND MODERN WORKS ON PAPER,6,19,"242,000"
pablo picasso ,1881,1973,92,0,Visage dans étoile (A.R. 30),1947,USD,7031.25,5000,7500,1,0,0,26,PICASSO CERAMICS,6,14,"470,000"
joseph beuys ,1921,1986,65,0,Greta Garbo und der Filzlappen,1979,USD,3906.25,1250,1875,1,1,(61.8 x 87.8cm.),26,POST-WAR AND CONTEMPORARY ART,3,14,"73,900"
robert mapplethorpe ,1946,1989,43,0,"Lisa Lyon, 1980",0,USD,20000,10000,15000,1,1,(35.5 x 35.5cm.),29,TRIPLE XXX: PHOTOGRAPHS FROM THE COLLECTION OF DON SANDERS,9,14,"46,800"
horst p. horst ,1906,1999,93,0,"Poppis Peony, N.Y., 1992",0,USD,14437.5,7350,9450,1,1,(20 x 24 in.),5,PHOTOGRAPHIES,11,19,"1,470,000"
frederic remington ,1861,1909,48,0,The Buffalo Signal (If Skulls Could Speak),1900,USD,2910000,3000000,5000000,1,-1,(101.6 x 68.6 cm.),28,THE LEGEND OF THE WEST: ICONIC WORKS FROM THE T. BOONE PICKENS COLLECTION,10,20,"79,900"
max ernst ,1891,1976,85,0,Fôret,1925,USD,62343.75,50000,75000,1,0,(25 x 20 cm.),19,IMPRESSIONIST/MODERN WORKS ON PAPER,6,13,"53,500"
andré dunoyer de segonzac ,1884,1974,90,0,Bouquet d'anémones sur fond rouge,0,USD,17500,15000,25000,1,0,(56.8 x 79 cm.),4,IMPRESSIONIST & MODERN ART DAY SALE,12,20,"52,700"
gisele freund ,1908,2000,92,0,"Virginia Woolf, 1939",0,USD,1706.25,1050,2100,1,0,(11./8 x 7 7/8 in.),14,AGATHE GAILLARD ET LA PHOTOGRAPHIE : UNE PIONNIÈRE À PARIS,11,13,"53,000"
pol bury ,1922,2005,83,0,Vibratile,1963,USD,125000,100000,150000,1,0,(160 x 80 x 25cm.),5,POST WAR AND CONTEMPORARY ART DAY AUCTION,10,18,"160,000"
pablo picasso ,1881,1973,92,0,Bouquet (A.R. 254),0,USD,17187.5,8750,12500,1,1,0,2,Picasso Ceramics - Online,3,18,"470,000"
henry moore ,1898,1986,88,0,Mother and Child: Chair,1981,USD,75000,75000,112500,1,-1,0,27,MODERN BRITISH & IRISH ART DAY SALE,6,17,"122,000"
agnes martin ,1912,2004,92,0,Untitled #9,1988,USD,4282500,4000000,6000000,1,0,(182.9 x 182.9 cm.),15,POST-WAR & CONTEMPORARY ART EVENING SALE,11,16,"31,000"
harriet whitney frishmuth ,1880,1980,100,0,Crest of the Wave,1925,USD,15000,15000,25000,1,-1,0,22,American Art Online,5,18,"8,300"
peter doig ,1959,0,63,1,Untitled (Ken Reiner Salzan),1997,USD,31250,18750,25000,1,1,(14.5 x 21.1cm.),2,POST-WAR AND CONTEMPORARY ART DAY AUCTION,7,14,"146,000"
"alfred de bréanski, snr. ",1852,1928,76,0,"The Evening Glow, Vale of Eagle, Loch Lomond",0,USD,14062.5,12500,18750,1,0,(50.8 x 76.3 cm.),7,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART, MARITIME ART, SPORTING & WILDLIFE ART",7,16,"37,000"
pablo picasso ,1881,1973,92,0,Pichet aux arums,0,USD,31250,5000,7500,1,1,0,26,PICASSO CERAMICS THE MADOURA COLLECTION,6,12,"471,000"
michael krebber ,1954,0,68,1,Untitled,1997,USD,62500,40000,60000,1,1,(81.2 x 189.2 cm.),12,POST-WAR AND CONTEMPORARY ART DAY SALE SESSION I,5,15,"18,900"
john elwyn ,1916,1997,81,0,Seagulls,0,USD,1485,1250,1875,1,0,(50.8 x 61 cm.),16,MODERN BRITISH AND IRISH ART,10,13,"170,000"
"julius olsson, n.e.a.c. ",1864,1942,78,0,Under tow on a moonlit night,0,USD,8593.75,3750,6250,1,1,(82 x 127.7 cm.),12,VICTORIAN & BRITISH IMPRESSIONIST ART,3,14,"30,000,000"
auguste herbin ,1882,1960,78,0,"Composition, danseuse",19,USD,505575,367500,577500,1,0,0,23,ART MODERNE,10,15,"28,800"
jasper johns ,1930,0,92,1,"Light Bulb, from Lead Reliefs",0,USD,43750,30000,50000,1,0,(9950 x 435 mm.),28,CONTEMPORARY EDITION,2,18,"6,200,000"
pablo picasso ,1881,1973,92,0,Visage no. 125 (A.R. 477),1963,USD,10156.25,5000,7500,1,1,0,29,Picasso Ceramics,6,17,"471,000"
camille pissarro ,1830,1903,73,0,"Le Jardin d'Octave Mirbeau, la terrasse, Les Damps",1892,USD,6177000,3000000,5000000,1,1,(73 x 92 cm.),13,IMPRESSIONIST AND MODERN ART EVENING SALE,5,19,"162,000"
stefano della bella ,1610,1664,54,0,"Le Pont Neuf, à Paris",0,USD,1093.75,875,1250,1,0,0,15,Old Master Prints,7,20,"984,000"
andy warhol ,1928,1987,59,0,Fran Lebowitz,0,USD,0,2000,3000,0,-1,(20.3 x 25.4 cm.),31,The Andy Warhol Diaries,3,22,"3,310,000"
austin osman spare ,1886,1956,70,0,Netheresque,0,USD,6250,1875,3125,1,1,(57.2 x 39.5 cm.),17,MODERN BRITISH & IRISH ART,3,16,"35,800"
louis valtat ,1869,1952,83,0,Bord de mer dans le midi,0,USD,65625,42000,63000,1,1,0,24,ART IMPRESSIONNISTE ET MODERNE,3,17,"22,600"
takashi murakami ,1962,0,60,1,Planet 66,2004,USD,9375,1000,1500,1,1,(44.8 x 44.8 cm.),11,Murakami/Nara,12,20,"250,000"
john nash,1893,1977,84,0,Rendlesham Woods,1969,USD,9687.5,2500,3750,1,1,(20.5 x 28.5 cm.),23,THE DELIGHTED EYE: WORKS FROM THE COLLECTION OF ALLEN AND BERYL FREER,1,20,"116,000"
salvador dalí ,1904,1989,85,0,"Sans titre (Vieillard et figure en lévitation, avec les chiffres 4, 1 et 7)",1966,USD,52500,42000,63000,1,0,0,21,ART MODERNE,10,16,"2,420,000"
carlo carrà ,1881,1966,85,0,La trapezista,1913,USD,12500,6250,8750,1,1,(16.9 x 10.3 cm.),5,IMPRESSIONIST/MODERN WORKS ON PAPER,2,15,"120,000"
auguste rodin ,1840,1917,77,0,"L’un des Bourgeois de Calais: Pierre de Wiessant, vêtu, réduction",0,USD,607425,525000,735000,1,0,0,24,ART IMPRESSIONNISTE ET MODERNE,3,17,"90,800"
mikhail larionov ,1881,1964,83,0,Peinture,1916,USD,37044,10500,15750,1,1,0,30,UNE PASSION SURRÉALISTE : COLLECTION INNA & BORIS SALOMON,3,22,"17,000"
georges rouault ,1871,1958,87,0,Fille de cirque à la grosse caisse,1929,USD,56250,30000,40000,1,1,(32 x 21 cm.),6,IMPRESSIONIST & MODERN DAY SALE,11,13,"46,200"
andy warhol ,1928,1987,59,0,Turtle,0,USD,52500,20000,30000,1,1,(800 x 1000 mm.),25,PRINTS & MULTIPLES,10,18,"3,310,000"
maría blanchard ,1881,1935,54,0,Naturaleza muerta cubista,0,USD,316575,262500,367500,1,0,0,23,ART MODERNE,10,15,"9,580,000"
leonor fini ,1907,1996,89,0,Portrait de femme,0,USD,10000,2000,3000,1,1,(55.3 x 38.1 cm.),13,IMPRESSIONIST AND MODERN ART WORKS ON PAPER SALE,11,21,"64,200"
victor manuel ,1897,1969,72,0,Guajiros (also known as Novios guajiros),0,USD,90000,50000,70000,1,1,(47.6 x 39.3 cm.),25,LATIN AMERICAN ART,5,17,"183,000"
jacques villon ,1875,1963,88,0,Nu debout bras en l'air (Ginestet & Pouillon E245),0,USD,1093.75,1000,1500,1,0,(and smaller),20,PRINTS & MULTIPLES INCLUDING AN IMPORTANT COLLECTION BY HENRY MOORE,9,12,"263,000"
alighiero boetti ,1940,1994,54,0,Oggi ventisettesimo giorno settimo dell'anno mille nove 100 ottanta otto all'amato Pantheon immaginando tutto (Today the twenty seventh day of the seventh month of 1988 to the beloved Pantheon imagining everything),1988,USD,423125,187500,250000,1,1,(108 x 116cm.),16,THE ITALIAN SALE,10,14,"51,100"
henri matisse ,1869,1954,85,0,"Charles Vildrac, Cinquante dessins, Henri Matisse, Paris, 1920",0,USD,9375,2000,3000,1,1,(308 x 216 x 25 mm.),23,"Matisse on Paper: Prints & Drawings from the Estate of Jacquelyn Miller Matisse, Online",6,21,"260,000"
louis bosworth hurt ,1856,1929,73,0,"Stack Lü & Barrera, St. Kilda",0,USD,18750,7500,10000,1,1,(102.3 x 152.3 cm.),13,VICTORIAN & BRITISH IMPRESSIONIST ART,3,13,"58,800"
hendricus petrus bremmer ,1871,1956,85,0,Les Meules,0,USD,19687.5,14700,18900,1,1,0,23,ART MODERNE,10,20,"46,600"
pablo picasso ,1881,1973,92,0,Taureau sous l'arbre (A.R. 159),1952,USD,6250,1500,2250,1,1,0,22,Picasso Ceramics - Online,6,18,"471,000"
zhang xiaogang ,1958,0,64,1,Bloodline Series: The Young Man,1996,USD,136562.5,125000,187500,1,0,(40 x 30cm.),12,POST WAR AND CONTEMPORARY ART DAY AUCTION,10,12,"448,000"
christopher richard wynne nevinson ,1889,1946,57,0,Cornish Landscape,0,USD,6250,3750,6250,1,1,0,18,PRINTS & MULTIPLES,3,20,"27,700"
henri matisse ,1869,1954,85,0,Jeune Chinoise,0,USD,10000,6000,8000,1,1,(465 x 333 mm.),22,Matisse on Paper: Prints & Drawings from the Estate of Jacquelyn Miller Matisse,10,20,"260,000"
léonard tsuguharu foujita ,1886,1968,82,0,Buste de femme allongée au chat,0,USD,405825,157500,210000,1,1,0,24,ART IMPRESSIONNISTE ET MODERNE,3,17,"17,300"
floris arntzenius ,1864,1925,61,0,"Strolling in the Spuistraat, The Hague",0,USD,23625,12600,16800,1,1,0,5,IMPRESSIONIST AND MODERN ART,6,12,"18,000"
aaron siskind ,1903,1991,88,0,"Gloucester, 1944",0,USD,1000,4000,6000,1,-1,(34 x 26 cm.),20,Fields of Vision: The Private Collection of Artists Wolf Kahn and Emily Mason Online Sale,5,21,"64,700"
andy warhol ,1928,1987,59,0,Flowers (Black and White): one plate,0,USD,7500,3000,5000,1,1,(1035 x 692 mm.),20,PRINTS AND MULTIPLES,4,18,"3,310,000"
henri matisse ,1869,1954,85,0,Nu debout,1908,USD,32500,30000,40000,1,0,(30.9 x 23.2 cm.),8,IMPRESSIONIST AND MODERN WORKS ON PAPER,11,12,"260,000"
henry ryland ,1856,1924,68,0,A Wonder Book of Ancient Greece,0,USD,7812.5,6250,8750,1,0,(39 x 56.5 cm.),11,VICTORIAN PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART,7,18,"154,000"
blanche lazzell ,1878,1956,78,0,Untitled,0,USD,25000,10000,15000,1,1,(31.8 x 22.9 cm.),18,AMERICAN ART,5,21,"14,700"
pablo picasso ,1881,1973,92,0,Toros (A.R. 161),0,USD,6000,2000,3000,1,1,0,13,Picasso Ceramics: Including Property from the Collection of Joan A. Mendell,11,18,"470,000"
henri matisse ,1869,1954,85,0,Etudes de feuilles (recto and verso),1942,USD,17500,4000,6000,1,1,(25.5 x 37.5 cm.),22,Matisse on Paper: Prints & Drawings from the Estate of Jacquelyn Miller Matisse,10,20,"260,000"
jamini roy ,1887,1972,85,0,Untitled (Musicians),0,USD,23437.5,18750,25000,1,0,(38.1 x 72.1 cm.),25,SOUTH ASIAN MODERN + CONTEMPORARY ART,5,17,"27,200"
julia margaret cameron ,1815,1879,64,0,"Unknown Girl, 1872",0,USD,14437.5,10500,15750,1,0,(13 1/8 x 9 5/8 in.),10,PHOTOGRAPHIES,11,16,"173,000"
edward reginald frampton ,1870,1923,53,0,Our Lady of Promise (La Madonna di Promessa),0,USD,216250,187500,250000,1,0,(127 x 117 cm.),14,"VICTORIAN, PRE-RAPHAELITE AND BRITISH IMPRESSIONIST ART",12,16,"10,000"
henry moore ,1898,1986,88,0,Seated woman holding her right foot II,1981,USD,7875,6300,8400,1,0,0,29,IMPRESSIONIST AND MODERN ART,5,13,"122,000"
pablo picasso ,1881,1973,92,0,Tête de chèvre de profil (A.R. 154),1952,USD,25000,10000,15000,1,1,0,1,Picasso Ceramics Online,3,19,"471,000"
pablo picasso ,1881,1973,92,0,Coq sur le piano devant la fenêtre,0,USD,50000,37500,62500,1,0,(10.8 x 7.7 cm.),28,IMPRESSIONIST AND MODERN WORKS ON PAPER,2,19,"471,000"
maqbool fida husain ,1913,2011,98,0,Naika (Nritya),1964,USD,163750,100000,150000,1,1,(122.6 x 62.2 cm.),25,SOUTH ASIAN MODERN + CONTEMPORARY ART,5,17,"14,200"
jiri georg dokoupil ,1954,0,68,1,Untitled (The Kitchen),0,USD,4200,3150,5250,1,0,0,18,Post-War & Contemporary Art: Amsterdam,6,20,"42,900"
pedro friedeberg ,1936,0,86,1,Horse and Hand Table,1966,USD,20000,25000,30000,1,-1,(76.2 x 188 cm.),21,Latin American Art Online,11,17,"18,800"
allison schulnik ,1978,0,44,1,Flowers for a Visitor #4,2006,USD,6875,2000,3000,1,1,(61 x 50.8 cm.),5,Christie's 100,2,20,"16,200"
alexej von jawlensky ,1864,1941,77,0,Kopf,0,USD,5937.5,3125,4375,1,1,0,28,Prints & Multiples,9,21,"44,200"
jean dufy ,1888,1964,76,0,La Passerelle des Arts,0,USD,23437.5,18750,25000,1,0,(32.1 x 47.9 cm.),5,IMPRESSIONIST/MODERN WORKS ON PAPER,2,14,"76,700"
raymond hains ,1926,2005,79,0,Untitled (Palisade),1959,USD,52500,5250,7350,1,1,0,25,The Curator’s Eye: The Collection of Professor Dr Karin von Maur,5,21,"240,000"
serge poliakoff ,1900,1969,69,0,Composition abstraite,1958,USD,131250,84000,126000,1,1,0,3,POST WAR & CONTEMPORARY ART,12,21,"26,300"
harry jackson ,1924,2011,87,0,"Sacajawea with Pack Horse, 'Second Working Model for a Monument'",1978,USD,15000,7000,10000,1,1,0,22,American Art Online,5,18,"31,900,000"
pablo picasso ,1881,1973,92,0,Joueur de flûte et cavaliers (A.R. 340),1956,USD,3750,2500,3750,1,1,0,21,Picasso Ceramics Online,6,19,"471,000"
yves klein ,1928,1962,34,0,"'TABLE BLEUE', DESIGNED 1961",0,USD,30000,15000,20000,1,1,0,22,FIRST OPEN| HOME,3,16,"58,400"
alberto giacometti ,1901,1966,65,0,Diego lisant,0,USD,34375,15000,22500,1,1,(21.6 x 12.7 cm.),7,IMPRESSIONIST/MODERN WORKS ON PAPER,2,13,"65,600"
francis alÿs ,1959,0,63,1,each: Untitled,1999,USD,15625,12500,18750,1,0,(27.9 x 35.5cm.),19,First Open | Online,9,19,"48,900"
pablo picasso ,1881,1973,92,0,Faune cavalier,1956,USD,21875,5000,7500,1,1,0,26,PICASSO CERAMICS THE MADOURA COLLECTION,6,12,"471,000"
max bill ,1908,1994,86,0,"konstruktion, 1937",0,USD,177480,81600,122400,1,1,0,22,SWISS ART SALE,9,14,"46,400"
louise nevelson ,1899,1988,89,0,Royal Tide II,0,USD,284550,84000,126000,1,1,(59 x 55 1/8 in.),1,COLLECTION HENRI-GEORGES ET INÈS CLOUZOT - VENTE AU PROFIT DU SECOURS CATHOLIQUE,12,12,"44,300"
armand guillaumin ,1841,1927,86,0,"Quais de la scène à Paris, Île-de-France",6,USD,26250,15750,21000,1,1,0,23,ART IMPRESSIONNISTE ET MODERNE,3,18,"39,800"
bernard buffet ,1928,1999,71,0,Bouquet de roses,1985,USD,213125,87500,125000,1,1,(73 x 54.2 cm.),5,IMPRESSIONIST/MODERN DAY SALE,2,14,"131,000"
roy lichtenstein ,1923,1997,74,0,Foot Medication Poster,0,USD,4000,3000,5000,1,0,(396 x 402 mm.),28,CONTEMPORARY EDITION,2,18,"154,000"
donald judd ,1928,1994,66,0,Untitled,1988,USD,13750,6000,8000,1,1,(43.2 x 35.6 cm.),12,First Open Online: Post-War and Contemporary Art,12,18,"171,000"
valerie favre ,1959,0,63,1,Lapine univers und ein Freund,2005,USD,2375,700,900,1,1,(49.8 x 40.6 cm.),5,Christie's 100,2,20,"118,000"
richard serra ,1938,0,84,1,Freddie King,0,USD,28125,10000,15000,1,1,0,1,Prints & Multiples,4,21,"40,100"
fausto melotti ,1901,1986,85,0,Tavolo,0,USD,98437.5,52500,84000,1,1,(base),6,Reborn: Modern and Contemporary,5,21,"40,100"
paul elie ranson ,1861,1909,48,0,"Tigre dans la Jungle (Tiger in the Jungle), from: L’Estampe originale",0,USD,3437.5,3750,6250,1,-1,0,16,Modern Edition,5,19,"19,000"
william merritt chase ,1849,1916,67,0,Shinnecock,0,USD,427500,400000,600000,1,0,(16.5 x 24.1 cm.),22,AMERICAN ART,11,16,"163,000"
anne truitt ,1921,2004,83,0,Truitt '91,1991,USD,103320,20000,30000,1,1,(59.1 x 76.8 cm.),10,POST-WAR TO PRESENT,3,22,"213,000"
willem de kooning ,1904,1997,93,0,With Love,0,USD,4375,3500,5500,1,0,(289 x 248 mm.),4,CONTEMPORARY EDITION,3,20,"48,800"
robert rauschenberg ,1925,2008,83,0,Sling Shot Lit #5,0,USD,16250,15000,25000,1,0,(2174 x 1429 x 292 mm.),19,Contemporary Edition,7,17,"350,000"
george edward lodge ,1860,1954,94,0,'Stoat on the prowl',0,USD,6250,3125,4375,1,1,(44.7 x 37.2 cm.),15,"THE ASTOR COLLECTION FROM TILLYPRONIE, ABERDEENSHIRE",12,17,"4,820,000"
patrick hughes ,1939,0,83,1,A Maze,0,USD,20312.5,12500,18750,1,1,(104.1 x 251.4 x 47 cm.),13,MODERN BRITISH AND IRISH ART DAY SALE,12,12,"38,700"
irving penn ,1917,2009,92,0,"Camel, Prague, 1986",0,USD,26250,15750,21000,1,1,(19 x 23½ in.),1,"PHOTOGRAPHS, ICONS & STYLE",7,14,"173,000"
alfred sisley ,1839,1899,60,0,L'allée des peupliers au bord du Loing,1892,USD,1575000,1500000,2500000,1,0,(73.5 x 92.4 cm.),13,IMPRESSIONIST AND MODERN ART EVENING SALE,5,19,"114,000"
richard hamilton ,1922,2011,89,0,Study for 're Nude',0,USD,17187.5,5000,7500,1,1,(36.2 x 33 cm.),21,MODERN BRITISH & IRISH ART DAY SALE,6,16,"81,100"
franz kline ,1910,1962,52,0,De Medici,1956,USD,11058500,5000000,7000000,1,1,(209.6 x 290.8 cm.),14,POST-WAR & CONTEMPORARY ART EVENING SALE,11,12,"259,000"
harry brooker ,1848,1940,92,0,The young tailors,0,USD,2812.5,2500,5000,1,0,(45.7 x 61 cm.),8,"VICTORIAN, PRE RAPHAELITE & BRITISH IMPRESSIONIST ART, MARITIME ART, SPORTING & WILDLIFE ART",7,15,"159,000"
