Artist,Birth,Death,Art Title,DoC,Estimate,price,Dimentions,close date,Auction Title
"Antwerp School, circa 1520",0,0,Saint George and the Dragon,0,"USD 100,000 - USD 150,000","USD 125,000",(40.4 x 32.9 cm.),19 Jun 2020,"2 Jun - 19 Jun 2020 | Online Auction 19030
Old Master Paintings and Sculpture"
HANS-PETER FELDMANN ,B,PETER,Pin-Up Girls,1979,"GBP 8,000 – GBP 12,000","GBP 22,500",(29.7 x 21cm.),14 Feb 2014,"2014 | LIVE AUCTION 1511
POST-WAR AND CONTEMPORARY ART DAY AUCTION"
Jean Dubuffet ,1901,1985,Personnage des Légendes (Legendary Character),1962,"GBP 250,000 – GBP 350,000","GBP 320,750",(50 x 33.5cm.),5 Oct 2018,"2018 | LIVE AUCTION 15486
POST WAR AND CONTEMPORARY ART DAY AUCTION"
A COLLECTION OF FRAMED PHOTOGRAPHS,0,0,,0,GBP 300 – GBP 500,"GBP 2,375",(38.1 x 25.4 cm.),20 Nov 2018,"2018 | LIVE AUCTION 17511
ANNABEL'S"
Tomma Abts ,1967,0,Untitled (#6),2004,"GBP 3,000 – GBP 5,000","GBP 15,000",(84 x 59.2cm.),14 Feb 2013,"2013 | LIVE AUCTION 1107
POST-WAR AND CONTEMPORARY ART (DAY AUCTION)"
JOSEPH BAIL ,FRENCH,1921,Polishing the Copper,0,"USD 10,000 - USD 15,000","USD 10,000",(65.3 x 54.6 cm.),16 Oct 2020,"1 Oct - 16 Oct 2020 | Online Auction 19029
European Art Part II"
Owen Dalziel ,1861,1942,At the regatta,0,"GBP 8,000 – GBP 12,000","GBP 8,750",(40.8 x 55.9 cm.),8 Jul 2015,"2015 | LIVE AUCTION 10730
VICTORIAN, PRE RAPHAELITE & BRITISH IMPRESSIONIST ART, MARITIME ART, SPORTING & WILDLIFE ART"
Simon de Vos ,Antwerp,1676,"The interior of a kitchen with a fortune teller reading the palm of a finely dressed gentleman, with other figures and children; A merry company making music beneath a fountain",0,"GBP 30,000 – GBP 50,000","GBP 56,250",(70.3 x 57.2 cm.),10 Jul 2015,"2015 | LIVE AUCTION 10390
OLD MASTER & BRITISH PAINTINGS DAY SALE"
Austin Osman Spare ,1886,1956,Nue,0,"GBP 4,000 – GBP 6,000","GBP 11,250",(36.2 x 48.2 cm.),23 Mar 2017,"2017 | LIVE AUCTION 13297
MODERN BRITISH & IRISH ART"
Yoshitomo Nara ,1959,0,Untitled (Who Snatched the Babies),2001,"GBP 20,000 – GBP 30,000","GBP 50,000",(29.5 x 21cm.),28 Jun 2018,"2018 | LIVE AUCTION 15893
POST-WAR TO PRESENT"
Attributed to Francesco Furini ,Florence,1646,A young male nude running,0,"GBP 1,000 – GBP 1,500","GBP 1,000",(41.3 x 27.4 cm.),9 Dec 2015,"2015 | LIVE AUCTION 10713
OLD MASTER & BRITISH DRAWINGS & WATERCOLOURS"
NASA,0,0,"Apollo 11 Mission, Armstrong on Moon Surface with Lunar Capsule, 1969",0,"USD 800 – USD 1,200","USD 1,500",(18.5 x 24.2cm.),6 Dec 2012,"2012 | LIVE AUCTION 2603
THE NATIONAL GEOGRAPHIC COLLECTION: THE ART OF EXPLORATION"
LEONCILLO ,1915,1968,Cariatide (Caryatid),1945,"GBP 10,000 - GBP 15,000","GBP 12,500",(86 x 20 x 19.5cm.),27 Oct 2020,"14 Oct - 27 Oct 2020 | Online Auction 19255
First Open: Post-War & Contemporary Art Online"
HAEGUE YANG ,B,Foldings,Non-Foldings – Ringed Geometry,2012,"USD 2,000 - USD 3,000","USD 5,000",(481⁄8 x 345⁄8 in.),12 Mar 2021,"25 Feb - 12 Mar 2021 | Online Auction 19733
Contemporary Art Asia"
FRANCISCO DE GOYA Y LUCIENTES ,1746,1828,There it goes (Allá vá eso) Plate 66 from: Los Caprichos,0,"USD 2,000 - USD 3,000","USD 2,500",(206 x 165 mm.),23 Oct 2020,"8 Oct - 23 Oct 2020 | Online Auction 19889
The Sleep of Reason: Francisco Goya’s Los Caprichos"
MARCANTONIO RAIMONDI ,1480,1534,A Group of five Engravings,0,"GBP 1,500 - GBP 2,500","GBP 1,125",(and smaller),6 Dec 2018,"28 Nov - 6 Dec 2018 | Online Auction 16534
Old Master Works on Paper: Prints and Drawings for under £5,000"
YAYOI KUSAMA ,0,0,FLOWER,1979,"CNY 130,000 – CNY 230,000","CNY 156,000",(9.5 x 10.7 in.),21 Sep 2018,"2018 | LIVE AUCTION 16305
FIRST OPEN | SHANGHAI"
JOAN MIRO ,1893,1983,El Fogainer,0,"USD 3,000 – USD 5,000","USD 5,625",(854 x 591 mm.),15 Jul 2015,"2015 | LIVE AUCTION 3756
FIRST IMPRESSION"
Bernard Lorjou ,0,0,Still life with flowers,0,"USD 3,000 – USD 5,000","USD 1,875",(100.3 x 64.8 cm.),11 Dec 2018,"2018 | LIVE AUCTION 16394
INTERIORS"
Aaron Siskind ,1903,1991,"Chicago, 1949",0,"USD 6,000 – USD 8,000","USD 7,500",(14 x 33.5cm.),6 Oct 2015,"2015 | LIVE AUCTION 3772
PHOTOGRAPHS"
Meret Oppenheim ,1913,1985,Glove (Parkett 4),0,"GBP 2,000 – GBP 3,000","GBP 5,000",(each),26 Sep 2013,"2013 | LIVE AUCTION 9939
PARKETT: FIRST FIFTY EDITIONS 1984-1997"
SIR CECIL BEATON ,1904,1980,Michael Bundy as a boy,1950,"GBP 800 - GBP 1,200","GBP 4,000",(27.3 x 22.5 cm.),24 Nov 2017,"17 Nov - 24 Nov 2017 | Online Auction 15666
Modern/British Art Online"
Samuel van Hoogstraten ,Dordrecht,1678,"A sheet of figure studies, with subsidiary studies of a bag and keys",0,"USD 7,000 – USD 10,000","USD 6,250",(14 x 17.4 cm.),27 Jan 2016,"2016 | LIVE AUCTION 11935
OLD MASTER AND BRITISH DRAWINGS"
Newell Convers Wyeth ,1882,1945,Indian Love Call,1927,"USD 2,000,000 – USD 3,000,000","USD 3,510,000",(116.8 x 175.9 cm.),28 Oct 2020,"2020 | LIVE AUCTION 19499
THE LEGEND OF THE WEST: ICONIC WORKS FROM THE T. BOONE PICKENS COLLECTION"
Jean-Michel Basquiat ,1960,Michel,Red Skull,1982,Estimate on request,"GBP 16,546,250",(152.4 x 152.4 cm.),6 Oct 2017,"2017 | LIVE AUCTION 14442
POST-WAR AND CONTEMPORARY ART EVENING AUCTION"
Mark Grotjahn ,1968,0,Untitled (White Butterfly Blue Big Nose Baby Moose),2005,"USD 700,000 – USD 900,000","USD 1,565,000",(190.8 x 111.7 cm.),12 Nov 2013,"2013 | LIVE AUCTION 2791
POST-WAR AND CONTEMPORARY EVENING SALE"
Marie Laurencin ,1883,1956,La petite fille au volant ou Fillette en blanc,1940,"USD 100,000 – USD 150,000","USD 106,250",(72.7 x 60 cm.),6 Nov 2013,"2013 | LIVE AUCTION 2790
IMPRESSIONIST & MODERN DAY SALE"
"Sir Sidney Robert Nolan, O.M., R.A. ",1917,1992,Seven carbon drawings,0,"GBP 2,500 – GBP 3,500","GBP 3,500",(25.4 x 30.4cm.),10 Oct 2012,"2012 | LIVE AUCTION 7026
AUSTRALIAN ART"
Jonas Lie ,1880,1940,On the Wings of the Morning,0,"USD 60,000 - USD 80,000","USD 87,500",(76.2 x 114.3 cm.),7 Aug 2020,"23 Jul - 7 Aug 2020 | Online Auction 18433
American Art Online"
Arthur William Devis ,London,1822,"Portrait of Admiral Peter Rainier (1741-1808), bust-length, in naval uniform and wearing a blue and white cameo and circular spectacles",0,"GBP 10,000 – GBP 15,000","GBP 13,750",(35.6 x 30.8 cm.),10 Jul 2015,"2015 | LIVE AUCTION 10390
OLD MASTER & BRITISH PAINTINGS DAY SALE"
Hiroshi Sugimoto ,1948,0,"Mediterranean Sea Cassis, 1989",0,"GBP 12,000 – GBP 18,000","GBP 16,250",(62.2 x 54 cm.),20 May 2016,"2016 | LIVE AUCTION 12275
PHOTOGRAPHS"
"Frederic, Lord Leighton, P.R.A., R.W.S. ",1830,1896,"Study of a young woman, for 'Under the Plane Tree' from George Eliot's 'Romola'",0,"GBP 3,000 – GBP 4,000","GBP 5,250",(28.6 x 43.8 cm.),16 Jun 2015,"2015 | LIVE AUCTION 11148
VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
A PAIR OF VICTORIAN GILTWOOD SMALL OVAL MIRRORS,0,0,FIRST HALF 19TH CENTURY,0,"GBP 600 - GBP 1,000",GBP 875,(39.5 x 33 cm.),21 Sep 2021,"1 Sep - 21 Sep 2021 | Online Auction 20209
Jasper Conran: The Collection Part II"
Robert Henri ,1865,1929,"The White Cottage, Ireland",1913,"USD 20,000 - USD 30,000","USD 20,000",(32.4 x 40.6 cm.),20 Nov 2018,"14 Nov - 20 Nov 2018 | Online Auction 16472
American Art Online"
George Bernard O'Neill ,1828,1917,Storming the Castle,0,"GBP 4,000 – GBP 6,000","GBP 4,500",(38 x 48.2 cm.),12 Dec 2019,"2019 | LIVE AUCTION 17294
BRITISH ART: VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
WALKER EVANS ,0,0,"Main Street, Saratoga Springs, New York, 1931",0,"USD 6,000 - USD 8,000","USD 9,375",(20.9 x 16.5 cm.),12 Oct 2017,"5 Oct - 12 Oct 2017 | Online Auction 15578
MoMA: Pictorialism into Modernism"
Pablo Picasso ,1881,1973,"Verre, pipe et carte à jouer (Nature morte à l'as de trèfle)",1914,"USD 150,000 – USD 250,000","USD 245,000",(32 x 23.1 cm.),5 Nov 2013,"2013 | LIVE AUCTION 3443
A DIALOGUE THROUGH ART: WORKS FROM THE JAN KRUGIER COLLECTION DAY SALE"
MAX PECHSTEIN ,1881,1955,"Kopf eines Seemannes (Fischerkopf), from Arno Holz zum Sechzigsten Geburtstage, gewidmet von deutschen Künstlern",0,"USD 1,000 - USD 1,500","USD 1,375",(400 x 295 mm.),6 Nov 2018,"30 Oct - 6 Nov 2018 | Online Auction 16473
Modern Edition"
Circle of Ambrosius Bosschaert I ,Antwerp,1621,"Semper Augustus tulips in a Wan-Li vase, with a caterpillar and a bluebottle fly, on a ledge",0,"GBP 30,000 – GBP 50,000","GBP 35,000",(32.1 x 24.8 cm.),8 Jul 2016,"2016 | LIVE AUCTION 11974
OLD MASTER AND BRITISH PAINTINGS DAY SALE"
ALLEN GINSBERG ,0,0,"Young Friend at Ellie Dorfman's Home, 1985",0,"USD 3,000 – USD 5,000","USD 3,750",(19 x 19 cm.),2 Oct 2019,"2019 | LIVE AUCTION 17600
PHOTOGRAPHS"
Rufino Tamayo ,1899,1991,Perfil con sombrero,1982,"USD 3,000 - USD 5,000","USD 3,750",(80 x 59.7 mm.),4 Aug 2020,"21 Jul - 4 Aug 2020 | Online Auction 18184
Latin American Art Online"
English School,0,0,A pair of cock pheasant,0,GBP 500 - GBP 700,"GBP 1,375",(33.7 x 38.7 cm.),18 Dec 2017,"4 Dec - 18 Dec 2017 | Online Auction 15547
The Astor Collection from Tillypronie, Aberdeenshire"
Pablo Picasso ,1881,1973,Tête d'homme aux cheveux longs,0,"GBP 3,000 – GBP 5,000","GBP 37,500",(30.8 x 30.8 cm.),18 Jun 2013,"2013 | LIVE AUCTION 9951
PICASSO CERAMICS"
RICHARD TUTTLE ,0,0,Line,0,"USD 3,000 – USD 5,000","USD 4,032",(333 x 333 mm.),9 Mar 2022,"MARCH 9 | LIVE AUCTION 20392
CONTEMPORARY EDITION"
ALEX KATZ ,B,published,Black Scarf,0,"USD 4,000 - USD 6,000","USD 5,000",(924 x 1013 mm.),21 Sep 2017,"12 Sep - 21 Sep 2017 | Online Auction 15074
Contemporary Edition"
JACOB ISAACKSZ. VAN RUISDAEL ,HAARLEM,1682,A dune landscape with a distant view of Haarlem,0,"GBP 15,000 - GBP 20,000","GBP 56,250",(45.7 x 63.5 cm.),30 Jul 2020,"9 Jul - 30 Jul 2020 | Online Auction 18875
Old Masters Paintings & Sculpture"
FRANK THIEL ,B,mounted,"Stadt 12/28 (Berlin), 2005",2006,"USD 10,000 - USD 15,000","USD 10,625",(207 x 146.1 cm.),20 Jul 2017,"11 Jul - 20 Jul 2017 | Online Auction 15393
First Open | Post-War & Contemporary Art"
Attributed to Nicolò Cassana ,Venice,1714,"Portrait of a gentleman, possibly a portrait of the artist, half-length",0,"GBP 4,000 – GBP 6,000","GBP 3,750",(73.7 x 54.2 cm.),29 Mar 2017,"2017 | LIVE AUCTION 13917
OLD MASTER & BRITISH PAINTINGS"
VICTOR VASARELY ,1906,1997,Jarkand II,1952,"EUR 60,000 – EUR 80,000","EUR 170,500",(en bas au centre),8 Jun 2017,"2017 | LIVE AUCTION 13735
ART CONTEMPORAIN VENTE DU JOUR"
ABRAHAM PALATNIK ,1928,0,Objeto Cinético CK-8,1966,"USD 100,000 – USD 150,000","USD 125,000",(115.6 x 40 x 40 cm.),22 Nov 2017,"2017 | LIVE AUCTION 14244
LATIN AMERICAN ART"
FRANCES McLAUGHLIN-GILL ,1919,GILL,"Untitled Fashion, New York, c. 1950",0,"USD 1,000 - USD 1,500","USD 1,375",(6.6 x 5.9 cm.),11 Dec 2019,"2 Dec - 11 Dec 2019 | Online Auction 19093
Fashion Photo"
ELLA KRUGLYANSKAYA ,0,0,Untitled,2020,"GBP 3,000 - GBP 5,000","GBP 1,875",(35.4 x 28cm.),23 Jul 2020,"15 Jul - 23 Jul 2020 | Online Auction 19639
Art for Maggie's: Everyone's Home of Cancer Care"
ANTONIO DI MASO ,0,0,The Madonna and Child in a mandorla with angels and cherubim,0,"GBP 20,000 - GBP 30,000","GBP 18,750",(121.3 x 64.8 cm.),9 Jul 2021,"18 Jun - 9 Jul 2021 | Online Auction 20054
Old Master Paintings & Sculpture Online"
Julio Galán ,Mexican,2006,Mar de Múzquiz,1988,"USD 70,000 – USD 90,000","USD 87,500",(149.9 x 177.8 cm.),28 May 2015,"2015 | LIVE AUCTION 3745
LATIN AMERICAN ART"
VICTOR PIERRE HUGUET ,FRENCH,1902,"Fording a River, Algiers",0,"USD 8,000 - USD 12,000","USD 8,750",(38.1 x 55.2 cm.),16 Oct 2020,"1 Oct - 16 Oct 2020 | Online Auction 19029
European Art Part II"
Robert Frank ,0,0,"London, 1951–1952",0,"USD 12,000 – USD 18,000","USD 11,875",(27.4 x 18.8 cm.),6 Apr 2017,"2017 | LIVE AUCTION 14357
PHOTOGRAPHS INCLUDING PROPERTY SOLD TO BENEFIT THE ELTON JOHN AIDS FOUNDATION"
Eugène Boudin ,1824,1898,Scène de plage,1867,"USD 7,000 – USD 10,000","USD 36,250",(12.4 x 19.7 cm.),16 May 2018,"2018 | LIVE AUCTION 15972
IMPRESSIONIST AND MODERN ART WORKS ON PAPER"
Bernard Buffet ,1928,1999,Papillon,1961,"GBP 30,000 – GBP 50,000","GBP 52,850",(65 x 81 cm.),7 Feb 2013,"2013 | LIVE AUCTION 1105
IMPRESSIONIST/MODERN DAY SALE"
Brice Marden ,1938,0,Untitled,1970,"USD 400,000 – USD 600,000","USD 485,000",(71.1 x 104.1 cm.),12 May 2015,"2015 | LIVE AUCTION 3742
POST-WAR AND CONTEMPORARY ART DAY SALE SESSION I"
Thomas Schütte ,1954,0,Untitled,1989,"GBP 5,500 – GBP 7,500","GBP 21,250",(49.7 x 64.9cm.),5 Oct 2019,"2019 | LIVE AUCTION 17214
POST-WAR AND CONTEMPORARY ART DAY AUCTION"
PHOEBE UNWIN ,0,0,Untitled,2006,"GBP 2,000 - GBP 3,000","GBP 2,500",(60 x 80.1cm.),28 Jul 2020,"14 Jul - 28 Jul 2020 | Online Auction 18460
First Open: Post-War & Contemporary Art Online"
BERNER VENET ,0,0,Two Indeterminate Lines,0,"USD 1,200 - USD 1,800","USD 2,125",(565 x 737 mm.),26 Oct 2017,"17 Oct - 26 Oct 2017 | Online Auction 15008
Screen Star: Alexander Heinrici, Master Printer"
"Circle of Andrea d'Angiolo, called Andrea del Sarto ",Florence,1530,Madonna and Child,0,"GBP 10,000 – GBP 15,000","GBP 17,500",(76.4 x 56.7 cm.),2 Nov 2016,"2016 | LIVE AUCTION 12307
OLD MASTER AND BRITISH PAINTINGS"
CHARLES HOSSEIN ZENDEROUDI ,0,0,RSR + RSR,0,"EUR 25,000 – EUR 35,000","EUR 60,000",(25 5/8 x 21 ¼ in.),8 Dec 2016,"2016 | LIVE AUCTION 12707
ART CONTEMPORAIN VENTE DU JOUR"
Joe Tilson ,1928,0,Pentomino,0,"GBP 800 – GBP 1,200",GBP 813,(overall),17 Sep 2015,"2015 | LIVE AUCTION 10555
PRINTS & MULTIPLES: FIRST IMPRESSION"
Max Ernst ,1891,1976,Mrs. Sippi,0,"USD 30,000 – USD 50,000","USD 55,000",(12.2 x 16.3 cm.),13 May 2016,"2016 | LIVE AUCTION 12071
IMPRESSIONIST & MODERN ART DAY SALE"
Matta ,Chilean,2002,Untitled,1969,"USD 180,000 – USD 250,000","USD 281,000",(200 x 238.8 cm.),25 Nov 2014,"2014 | LIVE AUCTION 2895
LATIN AMERICAN ART"
ALASTAIR MORTON ,1910,1963,Opus 20,1938,"GBP 15,000 – GBP 25,000","GBP 16,250",(48.8 x 73.7 cm.),21 Oct 2021,"2021 | LIVE AUCTION 20023
MODERN BRITISH AND IRISH ART DAY SALE"
FERNAND LÉGER ,1881,1955,Composition,1920,"GBP 5,000,000 – GBP 7,000,000","GBP 6,243,500",(65 x 54.1 cm.),1 Mar 2022,"MARCH 1 | LIVE AUCTION 20661
20TH/21ST CENTURY: LONDON EVENING SALE"
Georges Robin ,FRENCH,2003,A watermill on the river,0,"GBP 2,000 – GBP 3,000","GBP 3,500",(38 x 55 cm.),20 Jan 2016,"2016 | LIVE AUCTION 11799
19TH CENTURY EUROPEAN ART"
Childe Hassam ,1859,1935,Spring,1885,"USD 10,000 - USD 15,000","USD 20,000",(29.8 x 17.8 cm.),20 Nov 2018,"14 Nov - 20 Nov 2018 | Online Auction 16472
American Art Online"
Ricardo Martínez ,1918,2009,Mujer con tres figuras,1965,"USD 80,000 – USD 120,000","USD 100,000",(209.6 x 174 cm.),23 May 2019,"2019 | LIVE AUCTION 15922
LATIN AMERICAN ART"
Adam McEwen ,0,0,Font,2010,"USD 100,000 – USD 150,000","USD 293,000",(114.3 x 45.7 x 38.1 cm.),11 Nov 2015,"2015 | LIVE AUCTION 3792
POST-WAR AND CONTEMPORARY ART AFTERNOON SESSION"
Francis Swaine ,c,1782,A Royal Navy frigate at anchor and drying her sails off Sheerness; and A Royal Navy warship and river craft off the dockyard at Chatham (both illustrated),0,"GBP 1,500 – GBP 2,500","GBP 1,500",(20.3 x 24.8 cm.),12 Nov 2014,"2014 | LIVE AUCTION 5786
MARITIME ART"
Guy Gladwell ,1946,0,Nude study from two views,0,"GBP 1,000 – GBP 1,500","GBP 4,000",(91 x 71.1 cm.),18 Dec 2012,"2012 | LIVE AUCTION 4079
PETER LANGAN: A LIFE WITH ART"
Follower of Jan Brueghel I ,Brussels,1625,"A landscape with windmills, travellers and wagons in the foreground and a town beyond",0,"GBP 3,000 – GBP 4,000","GBP 5,625",(25.2 x 39 cm.),2 Jul 2013,"2013 | LIVE AUCTION 1137
OLD MASTER & BRITISH DRAWINGS & WATERCOLOURS"
SAM FRANCIS ,1923,1994,Untitled,1974,"USD 80,000 - USD 120,000","USD 250,000",(91.8 x 182.9 cm.),17 Jul 2019,"9 Jul - 17 Jul 2019 | Online Auction 17443
First Open | Online"
George F. Teniswood ,fl,1876,Lahneck; on the Rhine,0,"GBP 1,000 – GBP 1,500",GBP 500,(15.6 x 21 cm.),12 Jul 2012,"2012 | LIVE AUCTION 6354
VICTORIAN & BRITISH IMPRESSIONIST ART"
STANLEY DONWOOD ,0,0,Hole,2001,"GBP 10,000 - GBP 15,000","GBP 68,750",(149.9 x 149.8cm.),19 Oct 2021,"5 Oct - 19 Oct 2021 | Online Auction 19842
First Open: Post-War & Contemporary Art Online"
ÉCOLE DES PAYS-BAS MÉRIDIONAUX DU PREMIER QUART DU XVIIE SIÈCLE,9,BAS,"Mercure, Hersé et Aglaure",0,"EUR 7,000 – EUR 10,000","EUR 8,125",(9 ¼ x 9 1/8 in.),22 Mar 2017,"2017 | LIVE AUCTION 14270
UNE COLLECTION FRANÇAISE: PASSION PARTAGÉE D'UN COUPLE D'AMATEURS"
DIANE ARBUS ,1923,1971,"Identical Twins, Roselle, NJ, 1967",0,"EUR 40,000 – EUR 60,000","EUR 51,900",(15 x 14 7/8 in.),14 Nov 2014,"2014 | LIVE AUCTION 3616
20/21 PHOTOGRAPHS"
Jacob Ochtervelt ,Rotterdam,1682,"An interior with an elegant woman playing a lute and a man playing a flute, a maid by the fireplace beyond",0,"GBP 8,000 – GBP 12,000","GBP 10,000",(84.8 x 69.2 cm.),10 Jul 2015,"2015 | LIVE AUCTION 10390
OLD MASTER & BRITISH PAINTINGS DAY SALE"
Pierre-Auguste Renoir ,1841,Auguste,Esquisse pour Oedipe - fragment,1895,"USD 60,000 - USD 80,000","USD 106,250",(28.4 x 22.3 cm.),15 Jul 2020,"1 Jul - 15 Jul 2020 | Online Auction 18638
Impressionist and Modern Art Online"
Piero Dorazio ,1927,2005,Untitled,1964,"GBP 4,000 - GBP 6,000","GBP 4,750",(66 x 50cm.),20 Sep 2018,"12 Sep - 20 Sep 2018 | Online Auction 16454
First Open Online"
Henri Matisse ,1869,1954,Catherinette,0,"USD 6,000 - USD 8,000","USD 15,000",(370 x 285 mm.),22 Oct 2020,"8 Oct - 22 Oct 2020 | Online Auction 19599
Matisse on Paper: Prints & Drawings from the Estate of Jacquelyn Miller Matisse"
BRUCE NAUMAN ,0,0,Four heads,0,"EUR 180,000 – EUR 250,000","EUR 530,500",(41 x 50 in.),22 Oct 2016,"2016 | LIVE AUCTION 13965
COLLECTION CLAUDE BERRI"
Fernanda Gomes ,1960,0,Untitled,2009,"USD 8,000 - USD 12,000","USD 6,250",(30 x 5.5 x 30 cm.),15 Dec 2020,"1 Dec - 15 Dec 2020 | Online Auction 18985
First Open | Online"
Eva Rothschild ,1972,0,Motivator,2008,0,0,(191 x 165.5 x 153.5cm.),14 Mar 2019,"2019 | LIVE AUCTION 18171
THE GEORGE MICHAEL COLLECTION EVENING AUCTION"
Alan Uglow ,1941,2011,Untitled,2002,"USD 1,000 – USD 2,000","USD 4,000",(29.5 x 60.6 cm.),25 Jul 2014,"2014 | LIVE AUCTION 3499
FORMS IN COLOR"
Paul Klee ,1879,1940,Fragmenta Veneris,1938,"GBP 150,000 – GBP 200,000","GBP 170,500",(30 x 21 cm.),3 Feb 2016,"2016 | LIVE AUCTION 11791
IMPRESSIONIST & MODERN ART DAY SALE"
Robert Rauschenberg ,1925,2008,Untitled,1957,"USD 150,000 – USD 200,000","USD 290,500",(35.6 x 27.9 cm.),14 Nov 2012,"2012 | LIVE AUCTION 2597
POST-WAR & CONTEMPORARY ART EVENING SALE"
IMOGEN CUNNINGHAM ,1883,1923,"Agave Design I, 1920-1923",0,"USD 7,000 - USD 9,000",0,(33 x 25.4 cm.),5 Apr 2022,"23 Mar - 5 Apr 2022 | Online Auction 20475
Photographs"
Robert Mapplethorpe ,1946,transfer,"Calla Lily, 1988",0,"USD 40,000 – USD 60,000","USD 93,750",(57.8 x 56.4 cm.),5 Oct 2016,"2016 | LIVE AUCTION 12204
PHOTOGRAPHS"
Gerhard Richter ,1932,0,Abstraktes Bild,1992,"GBP 400,000 – GBP 600,000","GBP 476,750",(61 x 61cm.),6 Mar 2018,"2018 | LIVE AUCTION 15473
POST-WAR AND CONTEMPORARY ART EVENING AUCTION"
John Henry Twachtman ,1853,1902,Middlebrook Farm,0,"USD 60,000 - USD 80,000","USD 60,000",(45.7 x 73.7 cm.),7 Aug 2020,"23 Jul - 7 Aug 2020 | Online Auction 18433
American Art Online"
Andy Warhol ,1928,1987,"Cat, Crouching",0,"GBP 4,000 - GBP 6,000","GBP 8,125",(34.6 x 45.5cm.),17 Apr 2018,"9 Apr - 17 Apr 2018 | Online Auction 16443
First Open Online"
"Circle of Luis de Morales, el Divino ",Badajaoz,1586,Saint Jerome in the wilderness,0,"GBP 6,000 – GBP 8,000","GBP 5,000",(48 x 13 cm.),30 Oct 2014,"2014 | LIVE AUCTION 5660
OLD MASTER AND BRITISH PAINTINGS"
Daniel Buren ,1938,0,"Une peinture en deux–trois placements possibles, travail situé",0,Estimate on request,"USD 58,750",(105 x 123 cm.),16 Nov 2017,"2017 | LIVE AUCTION 14997
POST-WAR & CONTEMPORARY ART AFTERNOON SESSION"
Kees van Dongen ,1877,1968,Charlus se fait présenter les fils de Surgis (A la recherche du temps perdu),0,"USD 50,000 – USD 70,000","USD 100,000",(24.6 x 21.9 cm.),16 May 2017,"2017 | LIVE AUCTION 14185
IMPRESSIONIST AND MODERN ART WORKS ON PAPER"
George Knapton ,London,1778,"Portrait of an officer, thought to be Major William Caulfield (c. 1698-1767), half-length, in a breastplate and a red coat, a park landscape beyond",0,"GBP 7,000 – GBP 10,000","GBP 6,250",(129.5 x 104.2 cm.),5 Jul 2013,"2013 | LIVE AUCTION 8998
OLD MASTERS & BRITISH PAINTINGS"
John Cleveley ,1747,1786,"'Captain Cook's Ships ""Adventure"" and ""Resolution"", in the Tagus off Belem Castle, near Lisbon'",0,"GBP 4,000 – GBP 6,000","GBP 4,375",(13.8 x 18.4cm.),29 Oct 2019,"2019 | LIVE AUCTION 17707
TOPOGRAPHICAL PICTURES INCLUDING SELECTIONS FROM THE KELTON COLLECTION"
BRETT WESTON ,1911,1993,"Dunes, 1958",0,"USD 15,000 – USD 25,000","USD 12,500",(19 x 24.6cm.),29 Sep 2014,"2014 | LIVE AUCTION 2877
PHOTOGRAPHS"
Gerhard Richter ,0,0,Bagdad (P9),2014,"GBP 4,000 – GBP 6,000","GBP 5,000",(50 x 40cm.),23 Sep 2015,"2015 | LIVE AUCTION 10421
FIRST OPEN/LDN"
ANTONI TÀPIES ,1923,2012,El pa a la barca: ten plates,0,"USD 1,500 – USD 2,000","USD 3,750",(381 x 546 mm.),4 Mar 2020,"2020 | LIVE AUCTION 18306
CONTEMPORARY EDITION"
Georg Baselitz ,1938,0,Untitled,1991,"USD 40,000 – USD 60,000","USD 37,500",(86 x 61 cm.),3 Dec 2020,"2020 | LIVE AUCTION 18982
POST-WAR & CONTEMPORARY ART DAY SALE, FEATURING THE COLLECTION OF MORTON AND BARBARA MANDEL"
Henri Lebasque ,1865,1937,Nu,0,"GBP 6,000 – GBP 8,000","GBP 5,000",(28.4 x 38.4 cm.),19 Jun 2019,"2019 | LIVE AUCTION 17192
IMPRESSIONIST AND MODERN WORKS ON PAPER"
Pablo Picasso ,1881,1973,Nature morte,0,"USD 120,000 – USD 180,000","USD 118,750",(32.5 x 25.5 cm.),7 May 2014,"2014 | LIVE AUCTION 2845
IMPRESSIONIST & MODERN WORKS ON PAPER INCLUDING PROPERTY FROM THE ESTATE OF EDGAR M. BRONFMAN"
BRASSAÏ ,1899,1984,"Troglodyte, Grottes à Vétheuil, vers 1935",0,"EUR 3,000 – EUR 5,000","EUR 3,000",(6 5/8 x 9 1/8 in.),10 Nov 2017,"2017 | LIVE AUCTION 15061
PHOTOGRAPHIES"
John Leslie Breck ,1860,1899,"Garden, Ironbound Island, Maine",0,"USD 700,000 – USD 1,000,000","USD 1,447,500",(72.4 x 123.2 cm.),22 Nov 2016,"2016 | LIVE AUCTION 12165
AMERICAN ART"
Francis Alÿs ,1959,0,Untitled,2004,"GBP 8,000 – GBP 12,000","GBP 16,250",(101.5 x 45 x 30.5cm.),14 Feb 2013,"2013 | LIVE AUCTION 1107
POST-WAR AND CONTEMPORARY ART (DAY AUCTION)"
