Title,Date,Type,Total Sales,Location,URL
A Dialogue Through Art: Works from the Jan Krugier Collection Evening Sale,4-Nov,LIVE AUCTION ,"USD 92,533,000",NEW YORK,https://www.christies.com/en/auction/a-dialogue-through-art-works-from-the-jan-krugier-collection-evening-sale-24639/
Old Masters & British Paintings,31-Oct,LIVE AUCTION ,"GBP 1,688,750",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/old-masters-british-paintings-18234/
Prints & Multiples,29 – 30 October,LIVE AUCTION ,"USD 11,930,125",NEW YORK,https://www.christies.com/en/auction/prints-multiples-24017/
19th Century European Art,28-Oct,LIVE AUCTION ,"USD 7,345,250",NEW YORK,https://www.christies.com/en/auction/19th-century-european-art-24016/
"Dagny et Jan Runnqvist, Galerie Bonnier, un demi-siècle de passion et d'engagements artistiques",26-Oct,LIVE AUCTION ,"EUR 2,404,162",PARIS,https://www.christies.com/en/auction/dagny-et-jan-runnqvist-galerie-bonnier-un-demi-si-cle-de-passion-et-d-engagements-artistiques-23919/
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,22-Oct,LIVE AUCTION ,"USD 3,202,187",NEW YORK,https://www.christies.com/en/auction/michael-taylor-and-the-alchemy-of-design-the-diana-dollar-knowles-collection-24337/
Rendez-vous intérieurs classiques,21-Oct,LIVE AUCTION ,"EUR 743,462",PARIS,https://www.christies.com/en/auction/rendez-vous-int-rieurs-classiques-24284/
Post-War and Contemporary Art Day Auction,19-Oct,LIVE AUCTION ,"GBP 10,181,000",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-day-auction-24119/
Post-War and Contemporary Art Evening Auction,18-Oct,LIVE AUCTION ,"GBP 27,788,900",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-evening-auction-24118/
The Italian Sale,18-Oct,LIVE AUCTION ,"GBP 26,798,000",LONDON,https://www.christies.com/en/auction/the-italian-sale-24325/
THINKING BIG,17-Oct,LIVE AUCTION ,"GBP 3,086,350",LONDON,https://www.christies.com/en/auction/thinking-big-24537/
Le cabinet de curiosités de Jacques et Galila Hollander,16-Oct,LIVE AUCTION ,"EUR 5,261,137",PARIS,https://www.christies.com/en/auction/le-cabinet-de-curiosit-s-de-jacques-et-galila-hollander-24570/
Modern British and Irish Art,16-Oct,LIVE AUCTION ,"GBP 868,812",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/modern-british-and-irish-art-18226/
Photographs,15-Oct,LIVE AUCTION ,"GBP 570,100",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/photographs-18219/
Rendez-Vous - Intérieurs Contemporains,9-Oct,LIVE AUCTION ,"EUR 2,101,362",PARIS,https://www.christies.com/en/auction/rendez-vous-int-rieurs-contemporains-24283/
The Art of Collecting: Three Private Collections,9-Oct,LIVE AUCTION ,"USD 2,889,187",NEW YORK,https://www.christies.com/en/auction/the-art-of-collecting-three-private-collections-24335/
Arbiters of Style: The Collection of Anthony Hail & Charles Posey,8-Oct,LIVE AUCTION ,"USD 1,927,875",NEW YORK,https://www.christies.com/en/auction/arbiters-of-style-the-collection-of-anthony-hail-charles-posey-24554/
Into Africa: Photographs by Peter Beard,3-Oct,LIVE AUCTION ,"USD 1,290,187",NEW YORK,https://www.christies.com/en/auction/into-africa-photographs-by-peter-beard-24348/
Photographs,3-Oct,LIVE AUCTION ,"USD 4,535,187",NEW YORK,https://www.christies.com/en/auction/photographs-24009/
Galerie Camoin Demachy Meubles et objets d'arts du XVIIIe au début du XXe siècle,1-Oct,LIVE AUCTION ,"EUR 2,068,275",PARIS,https://www.christies.com/en/auction/galerie-camoin-demachy-meubles-et-objets-d-arts-du-xviiie-au-d-but-du-xxe-si-cle-24569/
First Open,26 – 27 September,LIVE AUCTION ,"USD 13,666,875",NEW YORK,https://www.christies.com/en/auction/first-open-24004/
Australian Art,26-Sep,LIVE AUCTION ,"GBP 3,865,850",LONDON,https://www.christies.com/en/auction/australian-art-24384/
Parkett: First Fifty Editions 1984-1997,26-Sep,LIVE AUCTION ,"GBP 394,312",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/parkett-first-fifty-editions-1984-1997-19064/
The First Shanghai Auction,26-Sep,LIVE AUCTION ,"CNY 171,712,500",SHANGHAI,https://www.christies.com/en/auction/the-first-shanghai-auction-24697/
Kate Moss From The Collection of Gert Elfering,25-Sep,LIVE AUCTION ,"GBP 1,665,500",LONDON,https://www.christies.com/en/auction/kate-moss-from-the-collection-of-gert-elfering-24576/
Post-War and Contemporary Art,24-Sep,LIVE AUCTION ,"GBP 2,006,525",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/post-war-and-contemporary-art-24239/
Prints & Multiples,19-Sep,LIVE AUCTION ,"GBP 630,625",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/prints-multiples-24240/
Modern & Contemporary Prints,18-Sep,LIVE AUCTION ,"GBP 2,993,400",LONDON,https://www.christies.com/en/auction/modern-contemporary-prints-24112/
19th Century European Art Including Orientalist Art,12-Sep,LIVE AUCTION ,"GBP 586,500",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/19th-century-european-art-including-orientalist-art-24241/
Fine and Rare Wines,31-Aug,LIVE AUCTION ,"HKD 29,804,844",HONG KONG,https://www.christies.com/en/auction/fine-and-rare-wines-24308/
Interiors,27 – 28 August,LIVE AUCTION ,"USD 1,895,812",NEW YORK,https://www.christies.com/en/auction/interiors-23999/
Christie's Interiors,13-Aug,LIVE AUCTION ,"GBP 559,225",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/christie-s-interiors-24185/
First Open: Summer Edition,17-Jul,LIVE AUCTION ,"USD 5,832,125",NEW YORK,https://www.christies.com/en/auction/first-open-summer-edition-24540/
First Impression Prints and Multiples,16-Jul,LIVE AUCTION ,"USD 1,900,812",NEW YORK,https://www.christies.com/en/auction/first-impression-prints-and-multiples-23995/
Important Victorian & British Impressionist Art,11-Jul,LIVE AUCTION ,"GBP 22,201,975",LONDON,https://www.christies.com/en/auction/important-victorian-british-impressionist-art-24098/
Modern British and Irish Art,11-Jul,LIVE AUCTION ,"GBP 993,062",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/modern-british-and-irish-art-24236/
Modern British Art Day Sale,11-Jul,LIVE AUCTION ,"GBP 4,153,850",LONDON,https://www.christies.com/en/auction/modern-british-art-day-sale-24094/
Modern British Art Evening Sale,10-Jul,LIVE AUCTION ,"GBP 9,870,725",LONDON,https://www.christies.com/en/auction/modern-british-art-evening-sale-24092/
Old Masters & British Paintings,5-Jul,LIVE AUCTION ,"GBP 1,109,025",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/old-masters-british-paintings-24235/
Old Master & British Paintings Day Sale,3-Jul,LIVE AUCTION ,"GBP 3,927,250",LONDON,https://www.christies.com/en/auction/old-master-british-paintings-day-sale-24107/
Old Master & British Drawings & Watercolours,2-Jul,LIVE AUCTION ,"GBP 5,473,050",LONDON,https://www.christies.com/en/auction/old-master-british-drawings-watercolours-24106/
Old Master & British Paintings Evening Sale,2-Jul,LIVE AUCTION ,"GBP 23,852,300",LONDON,https://www.christies.com/en/auction/old-master-british-paintings-evening-sale-24105/
Post-War and Contemporary Art Day Auction,26-Jun,LIVE AUCTION ,"GBP 17,706,775",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-day-auction-24104/
Post-War and Contemporary Art Evening Auction,25-Jun,LIVE AUCTION ,"GBP 70,253,225",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-evening-auction-24103/
Impressionist/Modern,21-Jun,LIVE AUCTION ,"GBP 1,569,312",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/impressionist-modern-24231/
Importante collection privée d'art Orientaliste incluant des chefs d'oeuvre d'Etienne Dinet,20-Jun,LIVE AUCTION ,"EUR 3,422,125",PARIS,https://www.christies.com/en/auction/importante-collection-priv-e-d-art-orientaliste-incluant-des-chefs-d-oeuvre-d-etienne-dinet-24518/
The Collection of Arthur & Charlotte Vershbow Part Three: The Baroque and Rococo Periods,20-Jun,LIVE AUCTION ,"USD 3,453,125",NEW YORK,https://www.christies.com/en/auction/the-collection-of-arthur-charlotte-vershbow-part-three-the-baroque-and-rococo-periods-24371/
"Victorian, British and Impressionist Art",20-Jun,LIVE AUCTION ,"GBP 538,875",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/victorian-british-and-impressionist-art-24230/
Impressionist/Modern Day Sale,19-Jun,LIVE AUCTION ,"GBP 15,948,800",LONDON,https://www.christies.com/en/auction/impressionist-modern-day-sale-24102/
Impressionist/Modern Works on Paper,19-Jun,LIVE AUCTION ,"GBP 4,927,525",LONDON,https://www.christies.com/en/auction/impressionist-modern-works-on-paper-24101/
Impressionist/Modern Evening Sale,18-Jun,LIVE AUCTION ,"GBP 64,076,575",LONDON,https://www.christies.com/en/auction/impressionist-modern-evening-sale-24100/
Picasso Ceramics,18-Jun,LIVE AUCTION ,"GBP 2,845,750",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/picasso-ceramics-19074/
Maritime Art,12-Jun,LIVE AUCTION ,"GBP 1,077,112",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/maritime-art-24227/
19th Century European Art,6-Jun,LIVE AUCTION ,"GBP 842,487",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/19th-century-european-art-24226/
Art Contemporain,5-Jun,LIVE AUCTION ,"EUR 5,510,475",PARIS,https://www.christies.com/en/auction/art-contemporain-24517/
Old Master Paintings,5-Jun,LIVE AUCTION ,"USD 6,736,375",NEW YORK,https://www.christies.com/en/auction/old-master-paintings-23987/
Sporting and Wildlife Art,5-Jun,LIVE AUCTION ,"GBP 775,125",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/sporting-and-wildlife-art-24225/
Latin American Art,29 – 30 May,LIVE AUCTION ,"USD 21,325,625",NEW YORK,https://www.christies.com/en/auction/latin-american-art-23985/
Impressionist and Modern Art,29-May,LIVE AUCTION ,"EUR 3,636,212",AMSTERDAM,https://www.christies.com/en/auction/impressionist-and-modern-art-24053/
Art Impressionniste et Moderne,28-May,LIVE AUCTION ,"EUR 5,864,400",PARIS,https://www.christies.com/en/auction/art-impressionniste-et-moderne-24278/
Swiss Art,27-May,LIVE AUCTION ,"CHF 3,139,740",GENEVA,https://www.christies.com/en/auction/swiss-art-24330/
American Art,23-May,LIVE AUCTION ,"USD 50,848,750",NEW YORK,https://www.christies.com/en/auction/american-art-23984/
19th Century European Art Including Orientalist Art,22-May,LIVE AUCTION ,"GBP 1,943,400",LONDON,https://www.christies.com/en/auction/19th-century-european-art-including-orientalist-art-24099/
Post-War & Contemporary Afternoon Session,16-May,LIVE AUCTION ,"USD 40,403,275",NEW YORK,https://www.christies.com/en/auction/post-war-contemporary-afternoon-session-24346/
Post-War & Contemporary Morning Session,16-May,LIVE AUCTION ,"USD 64,364,125",NEW YORK,https://www.christies.com/en/auction/post-war-contemporary-morning-session-24345/
Photographs,15-May,LIVE AUCTION ,"GBP 1,485,375",LONDON,https://www.christies.com/en/auction/photographs-24085/
Post-War & Contemporary Evening Sale,15-May,LIVE AUCTION ,"USD 495,021,500",NEW YORK,https://www.christies.com/en/auction/post-war-contemporary-evening-sale-24344/
The 11th Hour,13-May,LIVE AUCTION ,"USD 32,802,000",NEW YORK,https://www.christies.com/en/auction/the-11th-hour-24501/
Impressionist & Modern Day Sale,9-May,LIVE AUCTION ,"USD 23,564,875",NEW YORK,https://www.christies.com/en/auction/impressionist-modern-day-sale-24343/
Impressionist & Modern Works on Paper,9-May,LIVE AUCTION ,"USD 8,212,625",NEW YORK,https://www.christies.com/en/auction/impressionist-modern-works-on-paper-24342/
Impressionist & Modern Evening Sale,8-May,LIVE AUCTION ,"USD 158,505,000",NEW YORK,https://www.christies.com/en/auction/impressionist-modern-evening-sale-24341/
Old Masters and 19th Century Art,7-May,LIVE AUCTION ,"EUR 3,835,400",AMSTERDAM,https://www.christies.com/en/auction/old-masters-and-19th-century-art-24050/
Prints and Multiples,30 April – 1 May,LIVE AUCTION ,"USD 10,334,150",NEW YORK,https://www.christies.com/en/auction/prints-and-multiples-23974/
19th Century European Art,29-Apr,LIVE AUCTION ,"USD 4,220,550",NEW YORK,https://www.christies.com/en/auction/19th-century-european-art-23973/
Collection Denise Lévy,25-Apr,LIVE AUCTION ,"EUR 2,864,775",PARIS,https://www.christies.com/en/auction/collection-denise-l-vy-24516/
A Palladian Villa By Michael S. Smith,23 – 24 April,LIVE AUCTION ,"USD 6,470,437",NEW YORK,https://www.christies.com/en/auction/a-palladian-villa-by-michael-s-smith-24326/
The Decorative Arts Sale incl. Fine Paintings,26 – 27 March,LIVE AUCTION ,"EUR 3,099,662",AMSTERDAM,https://www.christies.com/en/auction/the-decorative-arts-sale-incl-fine-paintings-24047/
Modern British and Irish Art,21-Mar,LIVE AUCTION ,"GBP 891,700",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/modern-british-and-irish-art-24209/
"Old Master, Modern & Contemporary Prints",20-Mar,LIVE AUCTION ,"GBP 5,681,700",LONDON,https://www.christies.com/en/auction/old-master-modern-contemporary-prints-24080/
Victorian & British Impressionist Art,13-Mar,LIVE AUCTION ,"GBP 566,250",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/victorian-british-impressionist-art-24206/
Nineteen to Now,12-Mar,LIVE AUCTION ,"EUR 2,324,462",AMSTERDAM,https://www.christies.com/en/auction/nineteen-to-now-24038/
First Open,8-Mar,LIVE AUCTION ,"USD 12,352,550",NEW YORK,https://www.christies.com/en/auction/first-open-23960/
American Art,27-Feb,LIVE AUCTION ,"USD 1,753,125",NEW YORK,https://www.christies.com/en/auction/american-art-23958/
Post-War and Contemporary Art (Day Auction),14-Feb,LIVE AUCTION ,"GBP 14,637,425",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-day-auction-24076/
Post-War and Contemporary Art (Evening Auction),13-Feb,LIVE AUCTION ,"GBP 81,668,850",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-evening-auction-24075/
Impressionist/Modern,8-Feb,LIVE AUCTION ,"GBP 2,448,450",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/impressionist-modern-24202/
Impressionist/Modern Day Sale,7-Feb,LIVE AUCTION ,"GBP 13,254,200",LONDON,https://www.christies.com/en/auction/impressionist-modern-day-sale-24070/
Impressionist/Modern Works on Paper,7-Feb,LIVE AUCTION ,"GBP 8,213,375",LONDON,https://www.christies.com/en/auction/impressionist-modern-works-on-paper-24069/
Impressionist/Modern Evening Sale,6-Feb,LIVE AUCTION ,"GBP 98,311,650",LONDON,https://www.christies.com/en/auction/impressionist-modern-evening-sale-24067/
The Art Of The Surreal,6-Feb,LIVE AUCTION ,"GBP 38,150,450",LONDON,https://www.christies.com/en/auction/the-art-of-the-surreal-24068/
19th Century European Art Including Orientalist Art,31-Jan,LIVE AUCTION ,"GBP 884,775",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/19th-century-european-art-including-orientalist-art-24199/
Old Master & Early British Drawings & Watercolors Including an Important Canadian Collection and a Distinguished Private Collection,31-Jan,LIVE AUCTION ,"USD 16,544,625",NEW YORK,https://www.christies.com/en/auction/old-master-early-british-drawings-watercolors-including-an-important-canadian-collection-and-a-distinguished-private-collection-23952/
Old Master Paintings Part II,31-Jan,LIVE AUCTION ,"USD 3,288,675",NEW YORK,https://www.christies.com/en/auction/old-master-paintings-part-ii-23953/
Old Master Paintings Part I,30-Jan,LIVE AUCTION ,"USD 19,944,750",NEW YORK,https://www.christies.com/en/auction/old-master-paintings-part-i-23949/
Renaissance,30-Jan,LIVE AUCTION ,"USD 42,646,850",NEW YORK,https://www.christies.com/en/auction/renaissance-23950/
Albrecht Durer: Masterpieces from a Private Collection,29-Jan,LIVE AUCTION ,"USD 6,002,750",NEW YORK,https://www.christies.com/en/auction/albrecht-durer-masterpieces-from-a-private-collection-24334/
Peter Langan: A Life with Art,18-Dec,LIVE AUCTION ,"GBP 1,807,525",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/peter-langan-a-life-with-art-20394/
Modern British and Irish Art,14-Dec,LIVE AUCTION ,"GBP 887,950",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/modern-british-and-irish-art-17261/
European Noble and Private Collections,11 – 13 December,LIVE AUCTION ,"EUR 3,858,075",AMSTERDAM,https://www.christies.com/en/auction/european-noble-and-private-collections-23594/
Modern British and Irish Art Day Sale,13-Dec,LIVE AUCTION ,"GBP 2,769,300",LONDON,https://www.christies.com/en/auction/modern-british-and-irish-art-day-sale-23793/
Victorian & British Impressionist Art,13-Dec,LIVE AUCTION ,"GBP 6,340,550",LONDON,https://www.christies.com/en/auction/victorian-british-impressionist-art-23735/
Modern British Art Evening Sale,12-Dec,LIVE AUCTION ,"GBP 5,491,800",LONDON,https://www.christies.com/en/auction/modern-british-art-evening-sale-23792/
Sporting & Wildlife Art,12-Dec,LIVE AUCTION ,"GBP 837,437",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/sporting-wildlife-art-23776/
Old Master & Early British Drawings & Watercolours,6-Dec,LIVE AUCTION ,"GBP 499,987",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/old-master-early-british-drawings-watercolours-23814/
Old Master Prints,6-Dec,LIVE AUCTION ,"GBP 1,472,650",LONDON,https://www.christies.com/en/auction/old-master-prints-23681/
The National Geographic Collection: The Art of Exploration,6-Dec,LIVE AUCTION ,"USD 3,776,587",NEW YORK,https://www.christies.com/en/auction/the-national-geographic-collection-the-art-of-exploration-23573/
Harewood: Collecting in The Royal Tradition,5-Dec,LIVE AUCTION ,"GBP 3,912,950",LONDON,https://www.christies.com/en/auction/harewood-collecting-in-the-royal-tradition-23820/
Old Master & British Paintings Day Sale,5-Dec,LIVE AUCTION ,"GBP 3,216,250",LONDON,https://www.christies.com/en/auction/old-master-british-paintings-day-sale-23730/
"Old Master, Decorative, Modern & Contemporary Prints including an Important Private Collection by Lill Tschudi",5-Dec,LIVE AUCTION ,"GBP 708,650",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/old-master-decorative-modern-contemporary-prints-including-an-important-private-collection-by-lill-tschudi-17257/
